abb	abban
szöröncséjjire	szerencséjére
szöröncsés	szerencsés
szöröncsésön	szerencsésen
szörözted	szerezted
szörözzön	szerezzen
szööögény	szegény
szöüke	szőke
szúcs	szűcs
szúrkálva	szurkálva
szücskébe	csücskébe
szüksíg	szükség
szüksíged	szükséged
szüksígek	szükségük
szüksígem	szükségem
szüleitül	szüleitől
szüleitő	szüleitől
szüleitűl	szüleitől
szüleji	szülei
szülejihöz	szüleihez
szülejinek	szüleinek
szület	születik
születet	született
születtetteket	születetteket
születésemtül	születésemtől
születéstül	születéstől
születëtt	született
születíssel	születéssel
születött	született
szüleém	szülőm
szülésnőt	szülésznőt
szülőköt	szülőket
szürkölet	szürkület
szürnyű	szörnyű
szürt	szűrt
szüved	szived
szüvel	szívvel
szüzanya	szűzanya
szőcs	szűcs
szőcshöz	szűcshöz
szőcsingje	szemölcse
szőcsnek	szűcsnek
szőcsnél	szűcsnél
szőcsről	szűcsről
szőcsöt	szűcsöt
szőllő	szőlő
szőllőskert	szőlőskert
szőllőt	szőlőt
szőnyi	szőni
szőr-férge	szőrféreg
szőriből	szőréből
szőrit	szőrét
szőrü	szőrű
szőüke	szőke
szűrit	szűrét
szűrött	szűrt
szűve	szíve
szűvel	szívvel
szűves	szíves
szűvesség	szívesség
szűvességet	szívességet
szűvességhez	szívességhez
szűvességnek	szívességnek
szűvire	szívére
szűzanyáhó	szűzanyához
szűzanyátúl	szűzanyától
szűzlevesön	szűzlevesen
sályos	súlyos
sáppadt	sápadt
sárkán	sárkány
sárkánnak	sárkánynak
sárkánt	sárkányt
sárkány-víz	sárkányvíz
sárkánybló	sárkányból
sárkányrul	sárkányról
sároznyi	sározni
sárt	sarat
sátorfádot	sátorfádat
sátoroktúl	sátoroktól
sátortul	sátortól
sázs	száz
sénkihe	senkihez
sétábúl	sétából
së	se
sëhol	sehol
sëm	sem
sëmmiféle	semmiféle
sëmmire	semmire
sëmmit	semmit
sënkit	senkit
síma	sima
símogatta	simogatta
símuljatok	simuljatok
símultak	simultak
sírnyi	sírni
síromot	síromat
sírtak-rítak	sírtak-ríttak
sírárkozott	siránkozott
sírárkoztak	siránkoztak
sírásho	síráshoz
sógorodval	sógoroddal
sógoromná	sógoromnál
sógoráho	sógorához
sógorátó	sógorától
sóhajtoz	sóhajtozik
sótalan	sótlan
sóér	sóért
sömöcsűt	szemölcsöt
sömörgöt	sömört
sömörögje	sömör
sönki	senki
söpröve	seprűvel
söprün	söprűn
söprüre	söprűre
söprüt	söprűt
söprüzzék	söprűzzék
söpörnyi	söpörni
sörpüt	söprűt
sörpűvel	söprűvel
sörényembűl	sörényemből
sörínyembűl	sörényemből
sötít	sötét
sötítsíg	sötétség
súgdostak	sugdostak
súkold	sulykold
súkot	sulykot
sülyedtek	süllyedtek
süppedett	süppedt
sürgésforgásból	sürgés-forgásból
sürt	sört
sürü	sűrű
sürüségen	sűrűségen
süssë	süss
süssőnk-főzzőnk	süssünk-főzzünk
sütnyi	sütni
sütt	sült
süttek	sütöttek
süttek-főztek	sütöttek-főztek
sütték	sütötték
sütyi	süti
sütyik-főzik	sütik-főzik
sütéshő	sütéshez
sütőlapáttó	sütőlapáttól
sütőtekenyő	sütőteknő
süvitt	süvít
sűdők	süldők
sűl	sül
sűlt	sült
sűreőven	sűrűn
sűrü	sűrű
sűrüjéből	sűrűjéből
sűrün	sűrűn
sűrüségbe	sűrűségbe
sűtőkemence	sütőkemence
t-mobil	t-mobile
t-mobiletól	t-mobile-tól
t-mobilt	t-mobile-t
tabad	szabad
tajicskába	talicskába
takarmányér	takarmányért
takaroggy	takarodj
takhod	csakhogy
talismánt	talizmánt
tallón	tarlón
talpaig	talpáig
talpok	talpuk
talpátó	talpától
taluseprővel	tollseprűvel
talyicskázását	talicskázását
talyiga	taliga
talyigakereket	taligakereket
talyigába	taligába
talyigán	taligán
talyigára	taligára
talyigát	taligát
találtá	találtál
talám	talán
talának	találnak
taláni	találni
talász	találsz
taláta	találta
tanitotta	tanította
tanu	tanú
tanuk	tanúk
tanukat	tanúkat
tanulnyi	tanulni
tanut	tanú
tanyárul	tanyáról
tanyër	tányér
taná	talál
tanácsdadója	tanácsadója
tanácslom	tanácsolom
tanál	talál
tanálja	találja
tanálják	találják
tanálkozik	találkozik
tanálkoznak	találkoznak
tanálkoznánk	találkoznánk
tanálkozott	találkozott
tanálkoztak	találkoztak
tanálkoztam	találkoztam
tanálnak	találnak
tanálni	találni
tanálod	találod
tanálok	találok
tanált	talált
tanálta	találta
tanáltak	találtak
tanáltam	találtam
tanáltatok	találtatok
tanáltunk	találtunk
tanáltá	találtál
tanálták	találták
tanároktúl	tanároktól
tanátam	találtam
tanáták	találták
tanátónk	találtunk
tanúlni	tanulni
tanúlt	tanult
tanúltabbak	tanultabbak
tarajja	taraja
tarisnya	tarisznya
tarisnyábul	tarisznyából
tarisnyájjon	tarisznyáljon
tarisnyájába	tarisznyájába
tarisnyájábúl	tarisznyájából
tarisnyáltassak	tarisznyáltassak
tarisnyát	tarisznyát
tarisznyábó	tarisznyából
tarka-barka	tarkabarka
tartanni	tartani
tartanyi	tartani
tartassz	tartasz
tartik	tartják
taszittsuk	taszítsuk
taszíjja	taszítja
tatték	tették
tavaji	tavalyi
tavakbó	tavakból
teaskanna	teáskanna
tebelülled	tebelőled
tebelőlled	tebelőled
tech-piacon	techpiacon
tech-szektorból	techszektorból
tegem	tegyem
tegnap-tegnapelőtt	tegnap
tegyëk	tegyék
tehen	tehén
tehenekhő	tehenekhez
tehenektül	tehenektől
tehenganajt	tehénganajt
tehenganyéba	tehénganéba
tehenit	tehenét
tehenjét	tehenét
tehenvel	tehénnel
tehenyire	tehenére
tehenól	tehénól
tehenólba	tehénólba
tehenök	tehenek
teherkomp-járat	teherkompjárat
tehetőnk	tehetünk
tehátlan	tehát
tehént	tehenet
tehín	tehén
tehínnel	tehénnel
tehínírt	tehénért
tej-tavak	tejtavak
tej-tó	tejtó
tejesen	teljesen
tejiben	tejében
tejibű	tejéből
tejibűl	tejéből
tejit	fejét
tejje	teje
tejvel	tejjel
tejér	tejért
tejöt	tejet
tekenyő	teknő
tekenyőből	teknőből
tekenyőn	teknőn
tekenyőre	teknőre
tekenyősbékává	teknősbékává
tekenő	teknő
tekenőbe	teknőbe
tekenője	teknője
tekenőt	teknőt
tekenővel	teknővel
tekeredjík	tekeredjék
tekergőbódorgó	tekergő-bódorgó
tekintetyi	tekintete
teknyőbe	teknőbe
teknyőre	teknőre
telefonica	telefónica
telefónica-t	telefónicát
telejs	teljes
telemerítötte	telemerítette
telepiu	telepiu
telepiú	telepiu
telesen	teljesen
televízió-gyárának	televíziógyárának
telhozta	telehozta
telidesteli	telides-teli
telisded-teli	telides-teli
telistele	telis-tele
telisteli	telis-teli
teljesedhetik	teljesedhet
teljesiti	teljesíti
teljesitik	teljesítik
teljesűl	teljesül
teljesűlt	teljesült
teljeültek	teljesültek
tellett-múlott	telt-múlt
telyi	teli
teláltam	találtam
telázsiho	stelázsihoz
temetiőbe	temetőbe
temetésire	temetésére
templombló	templomból
templombúl	templomból
templomho	templomhoz
templomunkot	templomunkat
tengerbő	temgerből
tengerinyúlat	tengerinyulat
tengör	tenger
tengörpartra	tengerpartra
tengört	tengert
tennap	tegnap
tennapi	tegnapi
tennyi	tenni
tenyeredvel	tenyereddel
tenyerit	tenyerét
tenyerivel	tenyerével
tenyerët	tenyerét
tepsüből	tepsiből
teremom	teremtőm
teremtom	teremtőm
teremtötte	teremtette
terennye	tenyere
teresitöm	teresítem
terhivel	terhével
terigették	teregették
terigetve	teregetve
teritett	terített
teriti	teríti
teritse	terítse
terittetött	teríttetett
teritő	terítő
teritőt	terítőt
termékdíj-köteles	termékdíjköteles
termékdíj-törvényben	termékdíjtörvényben
termékportfoliójuk	termékportfóliójuk
termésit	termését
termésrű	termésről
természetiben	természetében
természetü	természetű
termött	termett
terringette	teringette
tervi	terve
terídd	terítsd
terítennek	terítenek
terítyi	teríti
terömbe	terembe
terömjünk	teremjünk
tesco-globál	tesco-global
tesszünk	teszünk
testin	testén
testire	testére
testiről	testéről
testivel	testével
testrészletjét	testrészletét
testtűl	testtől
testvéreihe	testvéreihez
testvérit	testvérét
testvérivel	testvérével
testvérje	testvére
testvéröm	testvérem
testvíre	testvére
testvíredet	testvéredet
testvírek	testvérek
testvírem	testvérem
testvíreteket	testvéreteket
testvírinek	testvérének
testvírit	testvérét
testvírjei	testvérei
testyiket	testüket
testyire	testére
testyit	testét
testök	testek
testökkel	testükkel
testöm	testem
tesvériknek	testvérüknek
tesvérünknek	testvérünknek
tesvíredír	testvéredért
teszen	tesz
teteire	tetejére
tetejibe	tetejébe
tetejiben	tetejében
tetejin	tetején
tetejire	tetejére
tetejirűl	tetejéről
tetejit	tetejét
tetejitő	tetejétől
tetejénn	tetején
tetette	tettette
tetszésöd	tetszésed
tettiírt	tettéért
tetté	tettél
tetücsipés	tetűcsípés
tetüt	tetűt
tetőtál	tetőtől
tetőtöl	tetőtől
tetőtő	tetőtől
teves	tetves
teépelőttem	tépelődtem
teőle	tőle
teőlë	tőle
thueganak	thuegának
thyssenkrupp-tól	thyssenkrupptól
tibett-lábott	tébelt-lábolt
tik	ti
tikerbe	tükörbe
tiktyaik	tyúkjaik
tisssza	tisza
tiszaszöllős	tiszaszőlős
tiszaszőllős	tiszaszőlős
tiszaszőllősön	tiszaszőlősön
tisztektűl	tisztektől
tiszteletire	tiszteletére
tiszteletiére	tiszteletére
tiszteletkel	tisztelettel
tisztessígesen	tisztességesen
tisztessígesenn	tisztességesen
tisztessígtudással	tisztességtudással
tisztitóvíz	tisztítóvíz
tisztító-emberré	tisztítóember
tisztítóvízes	tisztítóvizes
tiszábó	tiszából
titkomot	titkomat
titkulták	titkolták
tiz-husz	tíz-húsz
tiz-tizenöt	tíz-tizenöt
tizönkét	tizenkét
tiéd	tiéd
tiétek	tiétek
tiírted	teérted
to'm	tudom
tobább	tovább
tojanak	tojjanak
tojjúba	tollba
tojnyi	tojni
tojából	tojásból
tojássát	tojását
tojófelit	tojófelét
tojúsöprűt	tollsöprűt
tollszödővel	tollszedővel
tolluba	tollba
tolluban	tollban
tollut	tollat
tollúnak	tollnak
tolvajokot	tolvajokat
tolyik	tojik
tolyásban	tojásban
tolyást	tojást
tolyúsëpreő	tollseprű
topló	tapló
toplóra	taplóra
toplót	taplót
toranyát-boranyát	tornyát-boronyát
tornácró	tornácról
torockó-szentgyörgyre	torockószentgyörgyre
torokfájos	torokfájós
torontetőre	toronytetőre
toronybúl	toronyból
torturára	tortúrára
tosznkosnak	toszonkos
tovaj	tolvaj
továbbsántált	továbbsántikált
továbra	továbbra
tovébb	tovább
trika	trikha
tréfáni	tréfálni
tróbádd	próbáld
tróbáljónk	próbáljunk
tróbát	próbát
trónró	trónról
tudgya	tudja
tudománt	tudományt
tudtat	tudta
tudónk	tudunk
tudósgyerök	tudósgyerek
tuggya	tudja
tuggyon	tudjon
tuggyá	tudjál
tuggyája	tudása
tuggyák	tudják
tugygya	tudja
tul	túl
tulajdonképen	tulajdonképpen
tulajdonossával	tulajdonosával
tulajodrészért	tulajdonrészért
tulipántos	tulipános
tulipántot	tulipánt
tulsó	túlsó
tulvilági	túlvilági
tundérlány	tündérlány
tunna	tudna
tunnak	tudnak
tunni	tudni
tunná	tudná
tunnád	tudnád
tunnám	tudnám
tuná	tudná
tur	túr
turon	túron
turásba	túrásba
turök	tűrök
tuttak	tudtak
tutták	tudták
tutúl	tutul
tutúlásával	tutulásával
tuvább	tovább
tvrdik	tvrdík
tyuk	tyúk
tyukja	tyúkja
tyukjai	tyúkjai
tyuklopót	tyúklopót
tyuknak	tyúknak
tyukok	tyúkok
tyukokat	tyúkokat
tyukoknak	tyúkoknak
tyukolhoz	tyúkólhoz
tyukom	tyúkom
tyukot	tyúkot
tyukseg	tyúksegg
tyuksegg	tyúksegg
tyuksegget	tyúksegget
tyukszeme	tyúkszeme
tyuktetű	tyúktetű
tyuktetűtől	tyúktetűtől
tyukunk	tyúkunk
tyukász	tyúkász
tyukól	tyúkól
tyukólak	tyúkólak
tyukólat	tyúkólat
tyukólba	tyúkólba
tyukólban	tyúkólban
tyukültető	tyúkültető
tyík	ti
tyúkhus	tyúkhús
tyúkokot	tyúkokat
tyúkpalláson	tyúkpadlás
tyúkseggës	tyúksegges
tyü	tyű
tyűh	tyű
tágos	tágas
tájrul	tájról
tájékárul	tájékáról
tálentom	tálentum
táltos-fogait	táltosfogait
táltos-forma	táltosforma
táltossaink	táltosaink
táltus	táltos
táltusok	táltosok
tám	tán
támastas	támasztasz
táncuó	táncol
táncuónak	táncolnak
táncuónyi	táncolni
tánczónak	táncolnak
táncónak	táncolnak
táncúnak	táncolnak
tángyér	tányér
tányír	tányér
társaitó	társaitól
tássat	társat
tátas	táltos
táti	tátja
tátos	táltos
tátosbúl	táltosból
tátoscipője	táltoscipő
tátosforma	táltosforma
tátosféle	táltosféle
tátoshoz	táltoshoz
tátoskollégái	táltoskollégái
tátosnak	táltosnak
tátosné	táltosné
tátosok	táltosok
tátosokkal	táltosokkal
tátosoknak	táltosoknak
tátosomért	táltosomért
tátosra	táltosra
tátosrul	táltosról
tátosról	táltosról
tátossal	táltossal
tátossá	táltossá
tátosság	táltosság
tátosságnak	táltosságnak
tátost	táltost
tátostul	táltostól
tátosát	táltosát
tátosával	táltosával
táttos	táltos
tátus	táltos
tátusnak	táltosnak
tátusok	táltosok
tátussá	táltossá
tátussâ	táltossá
távfűtő-cégeket	távfűtőcégeket
távool-keleti	távol-keleti
távul	távol
távulocska	távolocska
távurról	távolról
tébe	tejbe
tébűl	tejből
tégöd	téged
tégödöt	téged
téj	tej
téjbe	tejbe
téjben	tejben
téjfölös	tejfölös
télen-nyáron	nyáron
télleg	tényleg
ténleg	tényleg
tényért	tányért
tépelodött	tépelődött
térdekalácsába	térdkalácsába
térdignél	térdnél
térdit	térdét
térdétő	térdétől
térgyedet	térdedet
térgyeljünk	térdeljünk
térgyem	térdem
térgyemig	térdemig
térgyep	térden
térgyig	térdig
térgyin	térdén
térgyit	térdét
térgyitő	térdétől
térgyre	térdre
térgyéig	térdéig
térgyére	térdére
térgyét	térdét
térileg	tényleg
térsíg	térség
tértül	tértől
tésasszony	ténsasszony
téssz	teszel
tészem	teszem
tészen	tesz
tétó	tejtó
tévejedett	tévelyedett
tévé-telep	tévételep
të	te
tëdd	tedd
tënnyi	tenni
tëszik	teszik
tësznek	tesznek
tëszëm	teszem
tëttem	tettem
tíged	téged
tígy	tégy
tík	ti
típett	tépett
típte	tépte
tírtek	tértek
títetett	tétetett
tíz-tezenkettő	tíz-tizenkettő
tízs	tíz
tízsorosan	tízszeresen
tóbúl	tóból
tódotta	toldotta
tójjatok	tojjatok
tójnak	tojnak
tólok	szólok
tólvilágra	túlvilágra
tórt	tort
tótam	szóltam
tótá	szóltál
többfélirűl	többféléről
többitűl	többitől
tödd	tedd
tögye	tegye
tögyek	tegyek
töhetetlen	tehetetlen
tökit	tökét
töle	tőle
töllök	tőlük
töltsíl	töltsél
töltsítek	töltsétek
töltöttík	töltötték
tömént	tömjént
töpdöste	köpdöste
töpröngeni	töprengeni
törjík	törjék
törlejével	törlőjével
törpérő	törpéről
törtint	történt
törtík	törték
törtínik	történik
törtínjík	történjék
törtínt	történt
törvéntelen	törvénytelen
törvíny	törvény
törvínykeznek	törvénykeznek
törvínyre	törvényre
törádjön	törődjön
töröktemplom	török-templom
töröktemplomnál	török-templomnál
törökökrül	törökökről
törököktű	törököktől
törüjük	töröljük
törülközőkendeje	törülközőkendője
törődjík	törődjék
törőgessë	törölgessél
törőgyik	törődik
tösz	tesz
tösznek	tesznek
tötte	tette
töttél	tettél
tövestő	tövestől
tövibe	tövébe
töviben	tövében
töviből	tövéből
tövinél	tövénél
tövirül	tövéről
töviről	tövéről
töviset	tövist
töviskes	tövises
tövit	tövét
tövött	tett
töügyfalevél	tölgyfalevél
túd	tud
túdja	tudja
túdjon	tudjon
túdni	tudni
túdom	tudom
túdos	tudós
túdós	tudós
túdósasszony	tudósasszony
tújárok	túljárok
túlonnan	túlnan
túnan	túlnan
túnnyi	tudni
túrkálni	turkálni
túrsó	túlsó
túskó	tuskó
túskót	tuskót
tússó	túlsó
tútúl	tutul
tútúlás	tutulás
tü	ti
tüjibe	tűjébe
tükörbűl	tükörből
tükörtő	tükörtől
tükörön	tükrön
tüle	tőle
tülle	tőle
tüllök	tőlük
tünnek	tűnnek
tünni	tűnni
tünnöm	tűnnöm
tünt	tűnt
tünődött	tűnődött
türtőztetnyi	türtőztetni
türés-tagadás	tűrés-tagadás
türüjje	törölje
türülköző	törölköző
tüskés-disznó	tüskésdisznó
tüskön-bokron	tüskén-bokron
tüsszenís	tüsszentés
tüt	tűt
tüvel	tűvel
tüviskeken	töviseken
tüz	tűz
tüzbe	tűzbe
tüzhelybe	tűzhelybe
tüzhelyhez	tűzhelyhez
tüzhelyről	tűzhelyről
tüznek	tűznek
tüznyi	tűzni
tüzve	tűzve
tüzön	tűzön
tőcsér	tölcsér
tőgyi	tőgye
tőgyibű	tőgyéből
tőke-befektetés	tőkebefektetés
tőlek	tőlük
tőlle	tőle
tőlled	tőled
tőllem	tőlem
tőllik	tőlük
tőllünk	tőlünk
tőszdezárás	tőzsdezárás
tőtet	töltet
tőthetett	tölthetett
tőtt	telt
tőtött	töltött
tőtötte	töltötte
tőzsdenapai	tőzsdenapi
tűkrött	tükröt
tűkörbe	tükörbe
tűköt	tűket
tűle	tőle
tűlle	tőle
tűlled	tőled
tűllem	tőlem
tűlök	tőlük
tűntetni	tüntetni
tűröm-olaja	tűrömolaja
tűzbűl	tűzből
tűze	tüze
tűzes	tüzes
tűzkő-öltözetet	tűzkőöltözetet
uccába	utcába
uccán	utcán
uccára	utcára
uccú	uccu
udva	udvar
udvarbúl	udvarból
udvarjokba	udvarukba
udvarrúl	udvarról
udvartúl	udvartól
udvarábúl	udvarából
udvarárló	udvaráról
ugorkán	uborkán
ugorkát	uborkát
ugy	úgy
ugyanannak	ugyanannak
ugyannyira	úgyannyira
ugyhogy	úgyhogy
ugyi	ugye
ugyis	úgyis
ugymond	úgymond
ugynevezett	úgynevezett
ugyse	úgyse
ugyszintén	úgyszintén
ugyé	ugye
uj	új
uj-delhi	új-delhi
ujabb	újabb
ujabban	újabban
ujan	olyan
ujból	újból
ujdonságot	újdonságot
ujdonsült	újdonsült
ujhold	újhold
ujholdat	újholdat
ujholdban	újholdban
ujholdkor	újholdkor
ujholdra	újholdra
ujhód	újhold
ujhódkor	újholdkor
ujjabban	újabban
ujjabögyét	ujjbegyét
ujjadró	ujjadról
ujjadrúl	ujjadról
ujjitaná	újítaná
ujjval	ujjal
ujjárúl	ujjáról
ujjáva	ujjával
ujjév	újév
ujra	újra
ujszülött	újszülött
ujszülöttet	újszülöttet
ujság	újság
ujságkor	újságkor
ujságot	újságot
ujul	újul
ujunk	ujjunk
uját	ujját
ujával	ujjával
ujév	újév
ujévkor	újévkor
ukrtelekom	ukrtelecom
ullan	olyan
ulyan	olyan
ulyankor	olyankor
unnat	onnan
ur	úr
uralkodhatik	uralkodhat
uralkogyik	uralkodik
uramot	uramat
uraságokhó	uraságokhoz
urasán	urasan
urfelmutatáskor	úrfelmutatáskor
urfelmutatásra	úrfelmutatásra
urfi	úrfi
urfiak	úrfiak
urfit	úrfit
urilag	úrilag
urnapi	úrnapi
urnapkor	úrnapkor
urok	urak
urral	úrral
urvacsora	úrvacsora
urvacsorakor	úrvacsorakor
uráhó	urához
urám	uram
urékho	úrékhoz
usgyi	uzsgyi
ustora	ostora
ustorral	ostorral
ustort	ostort
ustorával	ostorával
uszitotta	uszította
utasitts	utasíts
utban	útban
utbul	útból
utból	útból
utczára	utcára
utcáró	utcáról
uthoz	úthoz
utifűvet	útifüvet
utikészség	útikészség
utközben	útközben
utlosó	utolsó
utnak	útnak
utolja	utója
uton	úton
uton-utfélen	úton-útfélen
utonjáró	útonjáró
utra	útra
utszéli	útszéli
utunkot	utunkat
utánakajbált	utánakiabált
utánaszállott	utánaszállt
utánna	utána
utánnad	utánad
utánnadobta	utánadobta
utánnaindulok	utánaindulok
utánnairamodom	utánairamodom
utánnam	utánam
utánnament	utánament
utánnatok	utánatok
utánno	utána
utánnok	utánuk
utánnuk	utánuk
utánok	utánuk
utánúk	utánuk
utófinszírozásának	utófinanszírozásának
utójára	utoljára
utól	utol
utóljára	utoljára
utólsó	utolsó
utólérnek	utolérnek
utólérte	utolérte
utón	úton
utóssó	utolsó
utósó	utolsó
uzsgyé	uzsgyi
vaclac	vaclav
vadcsanalat	vadcsalán
vaddisztó	vaddisznó
vaddisztócsorda	vaddisznócsorda
vaddisztók	vaddisznók
vaddisztókirály	vaddisznókirály
vadlúdak	vadludak
vadonatút	vadonatúj
vadrozsa	vadrózsa
vadállatokhó	vadállatokhoz
vadállatokot	vadállatokat
vadászatró	vadászatról
vagdalnyi	vagdalni
vagdânyi	vagdalni
vagynak	vannak
vagyol	vagy
vagyonunkot	vagyonunkat
vagyorára	vacsorára
vagyónk	vagyunk
vajdaságru	vajdaságról
vajjon	vajon
vakarut	vakarót
vakitotta	vakította
valaholott	valahol
valahon	valahol
valahun	valahol
valahunn	valahol
valahunnand	valahonnan
valahunnét	valahonnét
valahunnít	valahonnét
valakitül	valakitől
valamejjik	valamelyik
valamelyiktek	valamelyikőtök
valamelyiköt	valamelyiket
valamelyitek	valamelyikőtök
valamelyőtök	valamelyikőtök
valamennyiteket	valamennyieteket
valamennyitöket	valamennyiőtöket
valamikép	valamiképp
valamiképen	valamiképpen
valamikó	valamikor
valamilyét	valamijét
valamiszerént	valamiszerint
valamiér	valamiért
valamni	valami
valamék	valamelyik
valaszinüleg	valószínűleg
valdemar	valdemar
valóba	valóban
valójába	valójában
varangyékos	varangyos
vargahalomhoz	varga-halomhoz
varják	varrják
varnyi	varrni
varosban	városban
varrnivaólt	varrnivalót
varrnyi	varrni
varrótü	varrótű
varrótüvel	varrótűvel
varrótőt	varrótűt
vart	varrt
varázs-szavakat	varázsszavakat
varázskönyvekbő	varázskönyvekből
varázslá	varázsló
varázslótló	varázslótól
varázsszókot	varázsszókat
vasakér	vasakért
vasbékó	vasbéklyó
vasbúl	vasból
vasgyűrü	vasgyűrű
vasiskátulya	vasskatulya
vasiskátulyában	vasskatulyában
vasiskátulyát	vasskatulyát
vaskamarába	vaskamrába
vasránap	vasárnap
vastekenyő	vasteknő
vastekenő	vasteknő
vasteknyő	vasteknő
vasvát	vasvár
vasárnaponn	vasárnapon
vasípüllet	vasépület
vasórrú	vasorrú
vattok	vagytok
vaárta	várta
vaâtozása	változása
vaól	való
vaólban	valóban
vaólk	valók
vaólság	valóság
vaólsággal	valósággal
vaólt	volt
vaóna	volna
vaót	volt
vaótam	voltam
vedérrel	vederrel
vedëg	vendég
vegyík	vegyék
vej	vő
vejemöt	vejemet
vejit	vejét
vejök	vejük
velek	velük
velet	veletek
velkencei-tóban	velencei-tóban
vellát	villát
velë	vele
velök	velük
velők	velük
velőnk	velünk
velűnk	velünk
vendégök	vendégek
vendégűték	vendégelték
vendëg	vendég
vendëgem	vendégem
vendëget	vendéget
vendëgfog	vendégfog
vendíg	vendég
vendígek	vendégek
vendíglőbe	vendéglőbe
vendíglőben	vendéglőben
vendíglőnek	vendéglőnek
vendígsígbe	vendégségbe
verbung	verbunk
verededni	verekedni
verekesznek	verekszenek
verendájok	verandájuk
veres	vörös
veresből	vörösből
veresebb	vörösebb
vereset	vöröset
vereshagymát	vöröshagymát
vereshangyák	vöröshangyák
veresre	vörösre
verességnek	vereségnek
veresét	vöröset
vergőgyik	vergődik
vertík	verték
veréb-páva	verébpáva
veréb-pávát	verébpáva
veselködésbe	veselkedésbe
vesszőbő	vesszőből
vesszőköt	vesszőket
vessétök	vessétek
veszekegyik	veszekedik
veszekeszünk	veszekszünk
veszekösznek	veszekednek
veszen	vesz
veszniök	veszniük
veszteség-tervét	veszteségtervét
vesztit	vesztét
vesztíl	vesztél
vetettíd	vetetted
vetillőt	vetélőt
vettík	vették
vetëtt	vetett
vetísnek	vetésnek
vetök	vetek
vetőlapátjok	vetőlapátjuk
vetőllőt	vetélőt
vezérbül	vezérből
vezérök	vezérük
vezéröknek	vezérüknek
veérbeő	vérből
vgy	vagy
vicceljön	vicceljen
videojátékkonzolának	videojáték-konzoljának
videókamerák	videokamerák
vigan	vígan
vigilia	vigília
vigiliáján	vigíliáján
viginé	végénél
vigire	végére
vigyé	vigyél
vigyík	vigyék
vihedd	viheted
vikotálodnának	vikotálódnának
vilijáján	viliáján
viliájájig	viliájáig
villiáján	viliáján
villámlástu	villámlástól
világhó	világhoz
világit	világít
világitó	világító
világonátállátónak	világonátallátónak
világrú	világról
világér	világért
világétt	világért
vilégossága	világossága
vinnyi	vinni
vinálnak	csinálnak
vinítva	vonítva
viradtig	virradatig
viradóra	virradóra
virit	virít
virradaóra	virradóra
virradióra	virradóra
virradott	virradt
virágokbúl	virágokból
virágokot	virágokat
virágoskerbe	virágoskertbe
virës	véres
visa-kártya-birtokosok	visa-kártyabirtokosok
viselkedet	viselkedett
viselkedíse	viselkedése
visellős	viselős
visit	visít
visitást	visítást
visitását	visítását
visszaeresztötte	visszaeresztette
visszaesött	visszaesett
visszafeküdött	visszafeküdt
visszafordúl	visszafordul
visszafordút	visszafordult
visszagyönné	visszajönnél
visszagyössz	visszajössz
visszagyöttőnk	visszajöttünk
visszagyövök	visszajövök
visszagyün	visszajön
visszagyütt	visszajött
visszahítta	visszahívta
visszajő	visszajön
visszajőnek	visszajönnek
visszajőni	visszajönni
visszakézbeő	visszakézből
visszaküldötte	visszaküldte
visszaküldötték	visszaküldték
visszamasérozott	visszamasírozott
visszamenek	visszamegyek
visszamenyen	visszamegy
visszamönt	visszament
visszanéznyi	visszanézni
visszaníz	visszanéz
visszanízett	visszanézett
visszarakata	visszarakta
visszasirják	visszasírják
visszatettík	visszatették
visszjön	visszajön
visszket	viszket
visszáság	visszásság
viszbűl	vízből
viszen	visz
viszked	viszket
viszszament	visszament
viszájjárú	visszájáról
viszájárú	visszájáról
viszön	visz
vittík	vitték
vitáz	vitéz
vitézs	vitéz
vitéztő	vitéztől
vitézök	vitézük
vivnyi	vívni
vivókat	vívókat
vizbe	vízbe
vizbefúlt	vízbefúlt
vizben	vízben
vizböl	vízből
vizből	vízből
vizcseppeket	vízcseppeket
vizejje	vizezze
vizeleni	vizelni
vizelettyivel	vizeletével
vizell	vizel
vizellete	vizelete
vizeni	vizelni
vizhez	vízhez
vizhöz	vízhez
viziben	vizében
vizivel	vizével
vizkeresztkor	vízkeresztkor
viznek	víznek
vizre	vízre
vizszinre	vízszintre
vizszintesen	vízszintesen
vizze	vízzel
vizé	vízért
viégien	végén
viégig	végig
viégién	végén
viékába	vékába
vién	vén
vlami	valami
vlee	vele
vodafont	vodafone-t
volná	volna
volskwagen	volkswagen
voltanak	voltak
voló	való
vona	volna
vonat-tenderét	vonattenderét
vonatkőtségre	vonatköltségre
vonit	vonít
vonitanak	vonítanak
vonyit	vonyít
vonúlt	vonult
vout	volt
voút	volt
vád-ponttal	vádponttal
vágjék	vágjon
vágjó	vágja
vágnyi	vágni
vágyakodott	vágyakozott
vágóhidra	vágóhídra
vájogból	vályogból
vájura	vályúra
vájújába	vályújába
vákta	vágta
váktatott	vágtatott
válallat	vállalat
válasszonak	válasszanak
választattok	választottak
választyák	választják
válhatná	válhatnál
vállakozói	vállalkozói
vállalat-felvásárlások	vállalatfelvásárlások
vállalat-felvásárlásokkal	vállalatfelvásárlásokkal
vállalatcsopothoz	vállalatcsoporthoz
vállalatfelvásárlási	vállalat-felvásárlási
vállalatkarcsúsítási	vállalat-karcsúsítási
vállik	válik
